,apical,cell_soma_location,dendrite_type,disease_state,specimen_id,name,reconstruction_type,reporter_status,species,structure_area_abbrev,structure_area_id,structure_layer_name,transgenic_line,average_bifurcation_angle_local,average_bifurcation_angle_remote,average_contraction,average_diameter,average_fragmentation,average_parent_daughter_ratio,hausdorff_dimension,id,max_branch_order,max_path_distance,neuron_reconstruction_type,number_bifurcations,number_branches,number_nodes,number_stems,number_tips,overall_depth,overall_height,overall_width,scale_factor_x,scale_factor_y,scale_factor_z,soma_surface,superseded,tags,total_length,total_surface,total_volume
2021,NA,"[9746.56244346906, 1636.93409576124, 2924.32365351175]",aspiny,,318331264,Pvalb-IRES-Cre;Ai14-169125.02.02.01,,positive,Mus musculus,VISp,385,5,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NA,"[8388.3701543475, 849.903895403497, 7541.24468915746]",aspiny,,560889670,Chat-IRES-Cre-neo;Ai14-284951.04.01.01,,positive,Mus musculus,VISpm,533,5,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NA,"[9269.16347455872, 2005.802555944, 2271.96234856238]",sparsely spiny,,560684168,Ndnf-IRES2-dgCre;Ai14-286275.03.02.01,,positive,Mus musculus,VISl,409,5,Ndnf-IRES2-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,truncated,"[9442.68465057788, 1415.1948828397, 3008.42642292181]",spiny,,558662244,Tlx3-Cre_PL56;Ai14-281779.04.02.01,,positive,Mus musculus,VISp,385,5,Tlx3-Cre_PL56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,NA,"[9213.77176404635, 1473.31060174387, 2774.28237632547]",aspiny,,488497498,Pvalb-IRES-Cre;Ai14-212440.03.02.01,,positive,Mus musculus,VISp,385,5,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,intact,"[8689.47479286552, 1336.25497992306, 3058.77662534628]",spiny,,516086402,Ntsr1-Cre;Ai14-244449.04.02.01,,positive,Mus musculus,VISp,385,5,Ntsr1-Cre_GN220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,intact,"[8908.0, 1234.28760106654, 8567.59820838309]",spiny,,348592897,Scnn1a-Tg2-Cre;Ai14-176958.04.01.01,dendrite-only,positive,Mus musculus,VISp,385,4,Scnn1a-Tg2-Cre,85.1371543968686,,0.8625809671281279,0.339378003817594,55.65384615384621,0.925910492607193,,491771013.0,10.0,495.170974475589,dendrite-only,39.0,87.0,4601.0,9.0,48.0,156.8361,601.331164235498,227.81087623275397,0.1144,0.1144,0.28,583.037545714419,False,3D Neuron Reconstruction morphology,4832.67959828433,5147.7157844877,467.29260144399
2028,truncated,"[67.0, 256.0, 110.0]",spiny,epilepsy,528015670,H16.06.008.01.24.03,full,,Homo Sapiens,MTG,12141,4,,80.53004336311041,,0.8976263496432391,0.524917156757219,77.3214285714286,1.0,,554337660.0,7.0,1000.7759495732302,full,14.0,33.0,2331.0,5.0,19.0,140.8148,1040.40858675635,203.831255661291,0.1144,0.1144,0.28,523.748409611334,False,3D Neuron Reconstruction morphology,2868.9458616377697,4761.55446044246,699.428316659909
2029,NA,"[8388.3701543475, 966.427423346099, 8073.39586195975]",aspiny,,561934585,Vip-IRES-Cre;Ai14-287858.04.01.01,full,positive,Mus musculus,VISp,385,4,Vip-IRES-Cre,74.5247686473928,,0.8703855807084592,0.509852605754761,45.512820512820504,0.965993490186577,,596793095.0,9.0,355.98164795403704,full,39.0,81.0,3649.0,3.0,42.0,66.7777,646.026564422483,345.806076777175,0.1144,0.1144,0.28,371.794574239793,False,3D Neuron Reconstruction morphology,4270.34283775899,6839.254326093579,913.1301616044591
2030,truncated,"[9795.21823603336, 1706.99164231892, 8587.26337612555]",spiny,,563002088,Tlx3-Cre_PL56;Ai14-290603.04.01.01,,positive,Mus musculus,VISp,385,5,Tlx3-Cre_PL56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,intact,"[8730.00000000001, 1126.3739623228, 8468.18145516564]",spiny,,573322633,Esr2-IRES2-Cre;Ai14-304379.04.01.01,,positive,Mus musculus,VISp,385,4,Esr2-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,NA,"[8927.0, 1405.42895828833, 2962.2552049684]",aspiny,,491030723,Sst-IRES-Cre;Ai14-216078.03.02.01,,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,intact,"[8500.0, 1339.65852779066, 7848.88903511071]",spiny,,564408650,Ndnf-IRES2-dgCre;Ai14-292672.05.01.01,,positive,Mus musculus,VISp,385,6a,Ndnf-IRES2-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,intact,"[127.0, 354.0, 219.0]",spiny,tumor,531523484,H16.06.007.01.07.03,full,,Homo Sapiens,FroL,12113,3,,84.95120314459051,,0.859646144432264,0.659219911379788,71.0227272727273,0.979625190774305,,709264598.0,12.0,548.1669306926519,full,44.0,95.0,6350.0,7.0,51.0,120.069,582.891844328098,549.3378405363491,0.1144,0.1144,0.28,311.981258409933,False,3D Neuron Reconstruction morphology,7587.058046994201,15725.5305982376,2946.25722041466
2035,intact,"[9327.10147666063, 1637.13226574697, 8826.49104766186]",spiny,,517982558,Scnn1a-Tg2-Cre;Ai14-245345.04.01.01,,positive,Mus musculus,VISp,385,4,Scnn1a-Tg2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,NA,"[8184.42334763037, 1199.32451786389, 3189.68095327558]",aspiny,,488683322,Rorb-IRES2-Cre-D;Ai14-212872.06.02.01,,negative,Mus musculus,VISp,385,5,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,NA,"[9410.62485838309, 1756.82787984272, 8354.647929553]",aspiny,,572424901,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-299579.03.01.01,,positive,Mus musculus,VISp,385,6a,Nos1-CreERT2|Sst-IRES-FlpO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,intact,"[8138.74170652281, 1179.03072451506, 2934.7334588863]",spiny,,478888052,Scnn1a-Tg2-Cre;Ai14-193643.06.02.01,dendrite-only,negative,Mus musculus,VISp,385,5,Scnn1a-Tg2-Cre,82.1409248239655,,0.919327857846593,0.279352693868822,41.273972602739704,0.861676895754546,,491771435.0,11.0,599.0938665487099,dendrite-only,37.0,85.0,3438.0,11.0,48.0,109.17200000000001,659.1035816821769,289.640508745304,0.1144,0.1144,0.28,434.308087515996,False,3D Neuron Reconstruction morphology,4095.39864990073,3591.49569887271,267.298722803595
2039,intact,"[9052.83627165973, 1258.47063867359, 8126.72116022117]",spiny,,487659462,Cux2-CreERT2;Ai14-211772.03.01.01,,positive,Mus musculus,VISp,385,5,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,truncated,"[9948.40094154983, 2220.27112552891, 2373.28388013299]",spiny,,588697518,Tlx3-Cre_PL56;Ai14-318845.03.02.01,,positive,Mus musculus,VISpl,425,5,Tlx3-Cre_PL56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,intact,"[8504.0, 1016.09304071745, 8362.54382236239]",spiny,,480124551,Rorb-IRES2-Cre-D;Ai14-197352.06.01.01,dendrite-only,positive,Mus musculus,VISp,385,4,Rorb-IRES2-Cre,54.5586419841214,,0.9138987155589441,0.35579182466739506,40.595744680851105,0.957759696120313,,491253869.0,9.0,389.515274455989,dendrite-only,24.0,53.0,1964.0,5.0,29.0,35.4288,474.623543751368,171.992532268475,0.1144,0.1144,0.28,224.939886011385,False,3D Neuron Reconstruction morphology,2251.00166025621,2520.88719976536,280.859796207009
2042,NA,"[9000.0, 1184.70680008936, 2540.56479204722]",aspiny,,481049269,Htr3a-Cre_NO152;Ai14-198258.04.02.01,,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,intact,"[9106.90230079475, 1647.90478827486, 3287.7353130363]",spiny,,509881736,Ctgf-2A-dgCre;Ai14(IVSCC)-237291.05.02.01,dendrite-only,positive,Mus musculus,VISp,385,6b,Ctgf-T2A-dgCre,69.96585840621161,,0.880965527144185,0.450929149482695,70.2941176470588,0.84102196807364,,527110368.0,9.0,444.437914423245,dendrite-only,17.0,37.0,2545.0,3.0,20.0,111.7015,471.29428688877294,450.76433965070396,0.1144,0.1144,0.28,371.49108367663496,False,3D Neuron Reconstruction morphology,2918.5303774424297,4148.95958029488,568.267176798908
2044,truncated,"[8892.37034734555, 1569.95548781779, 8362.00603839903]",spiny,,322274121,Ntsr1-Cre;Ai14-171075.04.01.01,,positive,Mus musculus,VISp,385,6a,Ntsr1-Cre_GN220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,NA,"[8729.0, 997.228594622116, 8558.53247342785]",aspiny,,488712472,Rorb-IRES2-Cre-D;Ai14-214307.04.01.01,,negative,Mus musculus,VISp,385,2/3,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,NA,"[8656.93871065184, 853.492619265148, 7305.16384916207]",sparsely spiny,,587079262,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-314232.04.01.02,,positive,Mus musculus,VISpm,533,5,Nos1-CreERT2|Sst-IRES-FlpO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,intact,"[9209.18283062429, 2390.73798749363, 9094.15191147304]",spiny,,510106222,Ctgf-2A-dgCre;Ai14(IVSCC)-237292.04.01.01,,positive,Mus musculus,VISl,409,6b,Ctgf-T2A-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,intact,"[70.0, 260.0, 108.0]",spiny,epilepsy,528623840,H16.06.009.01.01.03.05,full,,Homo Sapiens,MTG,12141,3,,81.0989371279647,,0.9046553209025779,0.41186563132388504,62.0394736842105,0.968463458836755,,673459567.0,9.0,456.368094774309,full,38.0,81.0,4810.0,5.0,43.0,140.2789,525.283017387625,423.78197665525903,0.1144,0.1144,0.28,193.433697617467,False,3D Neuron Reconstruction morphology,5909.75168159295,7656.871489918371,826.537191419944
2049,intact,"[88.0, 272.0, 74.0]",spiny,epilepsy,541562659,H16.03.007.01.01.03.06,,,Homo Sapiens,MTG,12141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,intact,"[88.0, 272.0, 74.0]",spiny,epilepsy,541563728,H16.03.007.01.01.08.07,full,,Homo Sapiens,MTG,12141,2,,71.90182538048549,,0.833180088544118,0.5921760645629061,84.5875,1.0,,569309787.0,9.0,613.884742262286,full,40.0,88.0,6869.0,8.0,48.0,113.0629,492.48688119752404,623.0540460257799,0.1144,0.1144,0.28,590.729231639309,False,3D Neuron Reconstruction morphology,7970.05879767035,14829.5433685811,2489.41526061686
2051,intact,"[70.0, 260.0, 111.0]",spiny,epilepsy,529878215,H16.06.010.01.03.05.03,full,,Homo Sapiens,MTG,12141,3,,72.6041102661744,,0.85056077507601,0.527213091841004,75.1339285714286,0.9667088597157409,,668702901.0,11.0,592.979223018546,full,56.0,119.0,8496.0,7.0,63.0,135.52,631.358580696797,581.674568460602,0.1144,0.1144,0.28,444.24748416780403,False,3D Neuron Reconstruction morphology,9995.21860126649,16666.2137287986,2355.7650594674
2052,NA,"[9300.0, 1486.32183387431, 9099.18482755474]",aspiny,,586073346,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-315072.03.01.01,,positive,Mus musculus,VISp,385,2/3,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,NA,"[8611.89535538945, 1389.29455258882, 8595.45834205183]",aspiny,,519517188,Htr3a-Cre_NO152;Ai14-246124.04.01.01,,positive,Mus musculus,VISp,385,5,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,NA,"[9610.47439097, 1876.17366277, 2399.36598965]",aspiny,,475888653,Pvalb-IRES-Cre;Ai14-187029.03.02.01,dendrite-only,positive,Mus musculus,VISp,385,4,Pvalb-IRES-Cre,79.62836294313409,,0.9271800772932729,0.265055147401772,48.161290322580605,0.847890597473958,,491119916.0,3.0,210.400967333174,dendrite-only,16.0,39.0,1595.0,7.0,23.0,45.5468,355.00583264302696,184.94309758481003,0.1144,0.1144,0.28,308.318974454805,False,3D Neuron Reconstruction morphology,1811.4463716585,1514.9903016918802,111.84016296083401
2055,intact,"[9967.02108674273, 1434.06578267766, 2710.00230942437]",spiny,,513591094,Cux2-CreERT2;Ai14-239082.02.02.01,,positive,Mus musculus,VISp,385,2/3,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,intact,"[9233.33577573143, 1328.97281507201, 8163.48674021964]",spiny,,556356342,Chrna2-Cre_OE25;Ai14(BT)-281475.05.01.01,,positive,Mus musculus,VISp,385,5,Chrna2-Cre_OE25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,NA,"[8480.08144431404, 1392.10223078802, 3246.83000105851]",aspiny,,566559909,Nkx2-1-CreERT2;Ai14 (IVSCC)-294491.04.02.01,,positive,Mus musculus,VISp,385,6a,Nkx2-1-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,NA,"[8900.0, 883.803118023821, 3500.29080349988]",aspiny,,566756038,Nkx2-1-CreERT2;Ai14 (IVSCC)-294489.04.02.01,,positive,Mus musculus,VISp,385,4,Nkx2-1-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,NA,"[8218.0, 634.080419690677, 8296.04584358379]",aspiny,,526545261,Ndnf-IRES2-dgCre;Ai14-255259.05.01.01,,positive,Mus musculus,VISp,385,1,Ndnf-IRES2-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,intact,"[8300.9250643679, 1087.58211747353, 2919.43436156054]",spiny,,476451456,Nr5a1-Cre;Ai14-187777.05.02.01,dendrite-only,negative,Mus musculus,VISp,385,4,Nr5a1-Cre,71.947003072779,,0.895384131863669,0.449630616387233,33.926470588235304,0.8585998953406752,,491392821.0,9.0,448.53665576450896,dendrite-only,35.0,76.0,2380.0,6.0,41.0,63.7784,482.122641092946,225.73036393189201,0.1144,0.1144,0.28,303.053878297107,False,3D Neuron Reconstruction morphology,2768.72419204806,3910.27647648964,535.952817271717
2061,NA,"[7928.11957080781, 1143.03579125259, 3148.84376997528]",sparsely spiny,,569965244,Chrna2-Cre_OE25;Ai14(IVSCC)-298915.06.02.01,full,positive,Mus musculus,VISp,385,5,Chrna2-Cre_OE25,74.5052284645842,,0.877022568173149,0.491593688885427,55.4074074074074,0.9978624496741791,,647493842.0,5.0,285.60824844527,full,27.0,61.0,3163.0,7.0,34.0,99.5363,279.498293972948,338.324599768749,0.1144,0.1144,0.28,504.33002032316705,False,3D Neuron Reconstruction morphology,3654.74119446498,5635.23606832756,728.1465170784579
2062,NA,"[85.0, 271.0, 103.0]",aspiny,epilepsy,520631985,H16.03.002.01.05.02,,,Homo Sapiens,MTG,12141,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,intact,"[8999.93536479306, 1068.62032330712, 3257.26160734819]",spiny,,489887491,Cux2-CreERT2;Ai14-213727.03.02.01,,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,intact,"[79.0, 273.0, 86.0]",spiny,epilepsy,562381210,H16.06.013.11.18.02,full,,Homo Sapiens,MTG,12141,5,,80.59228182360141,,0.823769055588392,0.7222502426536579,113.9375,0.996213215816597,,696537235.0,11.0,1743.1085454778602,full,24.0,52.0,5508.0,4.0,28.0,152.32,1831.4332501342399,434.841060627612,0.1144,0.1144,0.28,293.235793818405,False,3D Neuron Reconstruction morphology,6737.567071206321,15257.6768240536,2971.0378166788105
2065,intact,"[9068.06270463441, 1671.68548607845, 2402.94157637312]",spiny,,563248177,Sim1-Cre_KJ18;Ai14-290198.06.02.02,,positive,Mus musculus,VISp,385,5,Sim1-Cre_KJ18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,NA,"[8700.0, 1102.83141231102, 8331.90675556187]",aspiny,,565191521,Vip-IRES-Cre;Ai14-294009.05.01.01,,positive,Mus musculus,VISp,385,4,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,NA,"[9351.33869899616, 800.282719691512, 7978.49079528402]",aspiny,,578909807,Oxtr-T2A-Cre;Ai14-309025.03.01.01,,positive,Mus musculus,VISp,385,2/3,Oxtr-T2A-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,intact,"[8923.3619713259, 761.638717543778, 6395.2765850599]",spiny,,608108585,Tlx3-Cre_PL56;Ai14-338980.04.01.01,,positive,Mus musculus,RSPd,879,5,Tlx3-Cre_PL56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,intact,"[9330.72471861794, 1756.09729958058, 8424.33353337915]",spiny,,471410185,Ntsr1-Cre;Ai14-180761.02.01.01,dendrite-only,positive,Mus musculus,VISp,385,6a,Ntsr1-Cre_GN220,70.5249679782529,,0.8337677519314369,0.39695729503655397,53.6470588235294,0.9791406847282099,,491459160.0,7.0,421.123086106043,dendrite-only,17.0,41.0,2000.0,7.0,24.0,178.92,410.49871088671205,200.678640015443,0.1144,0.1144,0.28,278.059800197987,False,3D Neuron Reconstruction morphology,2367.4966070802698,2978.73742471416,344.91744082456705
2070,NA,"[8962.29360578854, 1830.0287265842, 2514.39673659027]",sparsely spiny,,475512108,Sst-IRES-Cre;Ai14-184925.04.02.01,,positive,Mus musculus,VISp,385,6a,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,intact,"[9165.31326476485, 1046.76768070447, 8040.00079645961]",spiny,,502829071,Scnn1a-Tg2-Cre;Ai14-230846.05.01.01,,positive,Mus musculus,VISp,385,4,Scnn1a-Tg2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,NA,"[8937.47064822892, 798.511981499563, 3209.56490576674]",aspiny,,605688696,Nkx2-1-CreERT2;Ai14-337634.04.02.01,,positive,Mus musculus,VISp,385,2/3,Nkx2-1-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,NA,"[8610.0, 1578.41471428829, 3024.00533449135]",aspiny,,575923740,Vip-IRES-Cre;Ai14-307364.04.02.01,,positive,Mus musculus,VISp,385,6a,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,intact,"[79.0, 273.0, 86.0]",spiny,epilepsy,561437013,H16.06.013.11.16.03,,,Homo Sapiens,MTG,12141,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,NA,"[9515.8468442071, 710.388119089926, 6763.9962522012]",aspiny,,582857314,Chat-IRES-Cre-neo;Ai14-313178.03.01.01,,positive,Mus musculus,RSPagl,894,2/3,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,intact,"[8176.0, 1171.68280503068, 3554.5322872243]",spiny,,475744706,Htr3a-Cre_NO152;Ai14-185556.06.01.01,dendrite-only,positive,Mus musculus,VISp,385,6a,Htr3a-Cre_NO152,67.3773858032452,,0.8872781569688821,0.537818277450583,73.19230769230771,0.8309414385352221,,492413499.0,5.0,685.190435448814,dendrite-only,13.0,33.0,2164.0,7.0,20.0,145.1761,775.231891807507,298.105562361507,0.1144,0.1144,0.28,330.621337296788,False,3D Neuron Reconstruction morphology,2706.98445452141,4562.1215836868605,700.0051040168449
2077,NA,"[9007.42136162164, 1293.90629954053, 3841.89892668832]",aspiny,,581153862,Nkx2-1-CreERT2;Ai14 (IVSCC)-311663.02.02.01,,positive,Mus musculus,VISp,385,6b,Nkx2-1-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,intact,"[8254.32437767289, 937.045426223908, 7693.2671796938]",spiny,,488683425,Rbp4-Cre_KL100;Ai14-203503.04.01.01,dendrite-only,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,68.0912886047968,,0.8776911539322559,0.427974519470935,48.8478260869565,0.710067876523724,,527109145.0,17.0,791.183332085581,dendrite-only,46.0,101.0,4800.0,9.0,55.0,91.7168,804.596018061846,336.047412019614,0.1144,0.1144,0.28,530.075043343335,False,3D Neuron Reconstruction morphology,5490.23634908876,7421.796628755949,929.731474188479
2079,truncated,"[8962.29360578854, 1028.42540630829, 7952.43963903724]",spiny,,469763389,Rorb-IRES2-Cre-D;Ai14-178211.04.01.01,,positive,Mus musculus,VISp,385,4,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,NA,"[317.0, 275.0, 97.0]",sparsely spiny,epilepsy,595570553,H17.03.008.11.03.05,full,,Homo Sapiens,MTG,12141,4,,71.6622894361836,,0.887392274717723,0.5995307451897889,80.52941176470591,0.9619217710439271,,610882094.0,7.0,426.12988354044603,full,17.0,38.0,2773.0,4.0,21.0,113.3286,630.043987453025,300.254580044679,0.1144,0.1144,0.28,153.233617549729,False,3D Neuron Reconstruction morphology,3308.4677324103804,6416.34514462571,1175.2581119516099
2081,NA,"[8487.32781114794, 1109.42628056594, 7921.29085161477]",aspiny,,488677318,Sst-IRES-Cre;Ai14-212983.03.01.01,,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,truncated,"[9079.03824259175, 1943.61344479639, 9137.24689734121]",spiny,,555832536,Chrna2-Cre_OE25;Ai14(BT)-279957.04.01.01,,positive,Mus musculus,VISl,409,5,Chrna2-Cre_OE25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,intact,"[9321.98048582725, 1028.56019666306, 8562.87780305122]",spiny,,580257315,Oxtr-T2A-Cre;Ai14-309026.02.01.01,,positive,Mus musculus,VISp,385,2/3,Oxtr-T2A-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,intact,"[8400.0, 971.359059772657, 7897.5714859777]",spiny,,510455612,Nr5a1-Cre;Ai14-237786.06.01.01,,positive,Mus musculus,VISp,385,5,Nr5a1-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,intact,"[9035.0, 1352.76693428893, 2822.60221919014]",spiny,,518287095,Scnn1a-Tg2-Cre;Ai14-245344.04.02.01,,positive,Mus musculus,VISp,385,4,Scnn1a-Tg2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,NA,"[9021.72589074656, 1442.05522217465, 2369.10832419434]",aspiny,,531121585,Vip-IRES-Cre;Ai14(IVSCC)-259341.04.02.01,,positive,Mus musculus,VISp,385,4,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,intact,"[8982.4287160051, 1026.49027732346, 8104.33033708782]",spiny,,486239338,Cux2-CreERT2;Ai14-207760.03.01.01,dendrite-only,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,66.3484007969119,,0.909142789385445,0.40632925031554795,45.035087719298204,0.9244541793232779,,496163976.0,7.0,442.045655390402,dendrite-only,29.0,68.0,2740.0,10.0,39.0,118.419,538.611120063516,266.008208835044,0.1144,0.1144,0.28,223.410796514693,False,3D Neuron Reconstruction morphology,3218.7117139826696,4120.04148863208,484.357591995261
2088,truncated,"[9799.6253687085, 1461.85057024621, 3010.05823013891]",spiny,,325815086,Rbp4-Cre_KL100;Ai14-175330.02.02.01,,positive,Mus musculus,VISp,385,4,Rbp4-Cre_KL100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,NA,"[8702.28188450313, 899.903116981384, 8750.22421247658]",aspiny,,526943222,Ndnf-IRES2-dgCre;Ai14-255262.03.01.01,,positive,Mus musculus,VISp,385,1,Ndnf-IRES2-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,intact,"[8800.67553345173, 1334.78473406803, 2553.90896424724]",spiny,,516881226,Cux2-CreERT2;Ai14-242953.05.02.01,,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,intact,"[8984.46856935046, 1191.45263302637, 8619.26847596333]",spiny,,517753911,Rorb-IRES2-Cre-D;Ai14-245133.03.01.01,,positive,Mus musculus,VISp,385,2/3,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,intact,"[9430.00000000001, 1924.79768926392, 2138.07620162062]",spiny,,480718588,Rbp4-Cre_KL100;Ai14-198002.03.02.01,,positive,Mus musculus,VISl,409,4,Rbp4-Cre_KL100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,intact,"[9113.27607230746, 1762.25138539416, 9218.52668087888]",spiny,,557403606,Sim1-Cre_KJ18;Ai14-281328.02.01.01,,positive,Mus musculus,VISl,409,4,Sim1-Cre_KJ18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,NA,"[8376.5762808148, 494.778199282942, 7258.3429727558]",aspiny,,553541110,Chat-IRES-Cre-neo;Ai14-274848.03.01.01,,positive,Mus musculus,VISpm,533,2/3,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,NA,"[8594.28780081948, 872.2630544274, 8105.74221603834]",aspiny,,568473665,Chat-IRES-Cre-neo;Ai14-296443.04.01.01,,positive,Mus musculus,VISp,385,2/3,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,intact,"[8580.52918453797, 1246.34087704282, 7843.23114686416]",spiny,,485938494,Ntsr1-Cre;Ai14-204781.04.01.01,,positive,Mus musculus,VISp,385,6a,Ntsr1-Cre_GN220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,truncated,"[274.0, 331.0, 228.0]",spiny,tumor,576112128,H17.06.007.11.05.03,,,Homo Sapiens,MFG,12116,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,NA,"[8250.80321939769, 984.531661903796, 3792.68812985299]",sparsely spiny,,567320213,Chrna2-Cre_OE25;Ai14(IVSCC)-294916.05.02.02,full,positive,Mus musculus,VISpm,533,5,Chrna2-Cre_OE25,83.34225468491721,,0.9228982899712791,0.6001526257122299,35.7321428571429,0.9956662249179581,,645163638.0,6.0,250.27333150983398,full,28.0,62.0,2071.0,6.0,34.0,85.3606,177.255007203278,381.57148932507005,0.1144,0.1144,0.28,370.289350707559,False,3D Neuron Reconstruction morphology,2444.54689494715,4613.501300719579,710.3546868417341
2099,NA,"[8617.64837926385, 1402.92553618132, 8917.72547410504]",aspiny,,560924223,Chat-IRES-Cre-neo;Ai14-284954.04.01.01,,positive,Mus musculus,VISp,385,4,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,intact,"[9123.0, 1435.83122940648, 3434.84565064839]",spiny,,580234482,Oxtr-T2A-Cre;Ai14-309026.02.02.01,,positive,Mus musculus,VISp,385,6a,Oxtr-T2A-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,NA,"[9126.60926784766, 2315.78865136718, 2270.99385528234]",sparsely spiny,,592960350,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-323427.04.02.01,,positive,Mus musculus,VISl,409,6a,Nos1-CreERT2|Sst-IRES-FlpO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,NA,"[8936.82272372954, 1351.36958593644, 3193.79080319057]",aspiny,,605690670,Nkx2-1-CreERT2;Ai14-337634.04.02.02,,positive,Mus musculus,VISp,385,5,Nkx2-1-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
